make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
6849,lincoln,mkc,2016,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,"crossover,luxury",compact,4dr_suv,29,20,61
1978,chevrolet,blazer,2004,regular_unleaded,190.0,6,manual,rear_wheel_drive,2,,compact,2dr_suv,19,14,1385
11291,toyota,venza,2015,regular_unleaded,181.0,6,automatic,front_wheel_drive,2,crossover,midsize,wagon,26,20,2031
1792,volkswagen,beetle_convertible,2014,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,compact,convertible,32,24,873
7938,infiniti,qx60,2016,premium_unleaded_(recommended),250.0,6,automatic,all_wheel_drive,2,"crossover,luxury,hybrid",large,4dr_suv,28,25,190
754,volvo,760,1990,regular_unleaded,144.0,6,automatic,rear_wheel_drive,2,luxury,midsize,sedan,19,15,870
2094,mercedes-benz,c-class,2017,premium_unleaded_(required),241.0,6,automatic,rear_wheel_drive,2,luxury,midsize,convertible,31,23,617
3779,mitsubishi,eclipse,2010,premium_unleaded_(recommended),265.0,6,automatic,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,24,16,436
8737,chevrolet,s-10_blazer,1994,regular_unleaded,165.0,6,manual,rear_wheel_drive,2,,compact,2dr_suv,20,15,1385
2475,dodge,challenger,2017,regular_unleaded,305.0,6,automatic,rear_wheel_drive,2,performance,large,coupe,30,19,1851
2480,dodge,charger,2015,premium_unleaded_(recommended),485.0,6,automatic,rear_wheel_drive,2,high-performance,large,sedan,25,15,1851
2644,chevrolet,c/k_1500_series,1998,regular_unleaded,200.0,6,manual,four_wheel_drive,2,,large,regular_cab_pickup,19,14,1385
5668,volkswagen,gti,2013,premium_unleaded_(recommended),200.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,33,24,873
1670,pontiac,aztek,2003,regular_unleaded,185.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,22,16,210
10149,suzuki,sx4,2013,regular_unleaded,150.0,6,manual,front_wheel_drive,2,,compact,sedan,33,23,481
6147,volkswagen,jetta,2016,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,midsize,sedan,36,25,873
967,porsche,911,2017,premium_unleaded_(required),420.0,6,manual,rear_wheel_drive,2,"luxury,high-performance",compact,convertible,28,20,1715
10646,ford,transit_connect,2015,regular_unleaded,169.0,6,automatic,front_wheel_drive,2,,compact,cargo_minivan,29,21,5657
11458,subaru,wrx,2015,premium_unleaded_(recommended),268.0,6,manual,all_wheel_drive,2,performance,compact,sedan,28,21,640
8242,land_rover,range_rover_evoque,2015,premium_unleaded_(recommended),240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",compact,4dr_suv,30,21,258
5770,lexus,hs_250h,2011,regular_unleaded,187.0,6,automatic,front_wheel_drive,2,"luxury,hybrid",midsize,sedan,34,35,454
7972,audi,r8,2014,premium_unleaded_(required),430.0,6,automated_manual,all_wheel_drive,2,"luxury,high-performance",compact,convertible,23,14,3105
9144,cadillac,seville,2003,regular_unleaded,275.0,6,automatic,front_wheel_drive,2,luxury,large,sedan,25,16,1624
2552,honda,civic,2015,regular_unleaded,110.0,6,automatic,front_wheel_drive,2,hybrid,compact,sedan,47,44,2202
4654,ferrari,f430,2008,premium_unleaded_(required),483.0,6,automated_manual,rear_wheel_drive,2,"exotic,high-performance",compact,convertible,16,11,2774
10305,scion,tc,2014,regular_unleaded,179.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,31,23,105
2022,plymouth,breeze,2000,regular_unleaded,132.0,6,manual,front_wheel_drive,2,,midsize,sedan,34,23,535
1208,honda,accord_hybrid,2017,regular_unleaded,212.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,47,49,2202
1151,gmc,acadia,2016,regular_unleaded,281.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,22,15,549
9,bmw,1_series,2013,premium_unleaded_(required),230.0,6,manual,rear_wheel_drive,2,luxury,compact,convertible,27,18,3916
1707,mazda,b-series_pickup,1999,regular_unleaded,119.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,24,19,586
11163,aston_martin,v8_vantage,2015,premium_unleaded_(required),430.0,6,automated_manual,rear_wheel_drive,2,"exotic,high-performance",compact,convertible,21,14,259
4127,cadillac,escalade_esv,2017,premium_unleaded_(recommended),420.0,6,automatic,four_wheel_drive,2,"luxury,performance",large,4dr_suv,20,15,1624
11814,toyota,yaris,2015,regular_unleaded,106.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,36,30,2031
5962,scion,iq,2015,regular_unleaded,94.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,37,36,105
6092,volkswagen,jetta_sportwagen,2014,diesel,140.0,6,automated_manual,front_wheel_drive,2,diesel,compact,wagon,39,29,873
9544,chevrolet,silverado_1500,2015,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,extended_cab_pickup,24,18,1385
3444,dodge,dakota,2008,regular_unleaded,210.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,20,16,1851
9788,chevrolet,sonic,2017,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,,compact,sedan,34,24,1385
11832,gmc,yukon_denali,2000,regular_unleaded,255.0,6,automatic,four_wheel_drive,2,luxury,large,4dr_suv,15,11,549
6219,nissan,juke,2015,premium_unleaded_(required),211.0,6,automatic,all_wheel_drive,2,"crossover,hatchback,factory_tuner,performance",compact,4dr_hatchback,29,25,2009
5907,honda,insight,2013,regular_unleaded,98.0,6,automatic,front_wheel_drive,2,"hatchback,hybrid",compact,4dr_hatchback,44,41,2202
1672,pontiac,aztek,2004,regular_unleaded,185.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,22,16,210
10948,toyota,tundra,2015,flex-fuel_(unleaded/e85),381.0,6,automatic,four_wheel_drive,2,flex_fuel,large,crew_cab_pickup,17,13,2031
11785,cadillac,xts,2017,regular_unleaded,304.0,6,automatic,front_wheel_drive,2,"luxury,performance",large,sedan,28,18,1624
7716,ford,probe,1995,regular_unleaded,118.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,30,23,5657
3635,dodge,durango,2017,regular_unleaded,295.0,6,automatic,all_wheel_drive,2,crossover,large,4dr_suv,25,18,1851
427,bmw,4_series,2015,premium_unleaded_(required),240.0,6,automatic,all_wheel_drive,2,luxury,midsize,convertible,33,21,3916
7522,nissan,pathfinder,2015,regular_unleaded,260.0,6,automatic,front_wheel_drive,2,crossover,large,4dr_suv,27,20,2009
9077,kia,sedona,2016,regular_unleaded,276.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,24,18,1720
2536,honda,civic_del_sol,1995,regular_unleaded,160.0,6,manual,front_wheel_drive,2,"factory_tuner,performance",compact,coupe,27,23,2202
9628,chevrolet,silverado_1500,2017,regular_unleaded,355.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,22,15,1385
8738,chevrolet,s-10_blazer,1994,regular_unleaded,165.0,6,manual,rear_wheel_drive,2,,midsize,4dr_suv,20,15,1385
10445,nissan,titan,2015,regular_unleaded,317.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,18,13,2009
4358,ford,explorer_sport_trac,2009,regular_unleaded,210.0,6,automatic,four_wheel_drive,2,crossover,compact,crew_cab_pickup,19,13,5657
4350,ford,explorer_sport_trac,2008,regular_unleaded,210.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,20,14,5657
2533,honda,civic_crx,1991,regular_unleaded,62.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,44,36,2202
6657,chevrolet,malibu_limited,2016,regular_unleaded,197.0,6,automatic,front_wheel_drive,2,,midsize,sedan,34,24,1385
3960,buick,encore,2017,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,crossover,compact,4dr_suv,33,25,155
171,mercedes-benz,300-class,1991,regular_unleaded,177.0,6,automatic,rear_wheel_drive,2,luxury,large,sedan,19,15,617
5272,maserati,ghibli,2017,premium_unleaded_(required),404.0,6,automatic,rear_wheel_drive,2,"exotic,luxury,high-performance",midsize,sedan,24,16,238
1539,cadillac,ats,2015,premium_unleaded_(recommended),272.0,6,automatic,rear_wheel_drive,2,"luxury,performance",compact,sedan,30,21,1624
9399,gmc,sierra_1500,2017,regular_unleaded,355.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,22,16,549
9704,pontiac,solstice,2008,regular_unleaded,173.0,6,manual,rear_wheel_drive,2,performance,compact,convertible,25,19,210
9844,kia,sorento,2017,regular_unleaded,290.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,25,18,1720
1900,volkswagen,beetle,2015,premium_unleaded_(recommended),210.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,30,24,873
11117,volvo,v60_cross_country,2016,regular_unleaded,250.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,wagon,28,20,870
4902,scion,fr-s,2016,premium_unleaded_(required),200.0,6,automatic,rear_wheel_drive,2,performance,compact,coupe,34,25,105
9252,toyota,sienna,2017,regular_unleaded,296.0,6,automatic,all_wheel_drive,2,,large,passenger_minivan,24,18,2031
6211,dodge,journey,2017,flex-fuel_(unleaded/e85),283.0,6,automatic,front_wheel_drive,2,"crossover,flex_fuel",midsize,4dr_suv,25,17,1851
9866,kia,soul,2016,regular_unleaded,164.0,6,automatic,front_wheel_drive,2,,compact,wagon,31,24,1720
7971,audi,r8,2014,premium_unleaded_(required),525.0,6,automated_manual,all_wheel_drive,2,"luxury,high-performance",compact,convertible,22,13,3105
4877,kia,forte,2016,regular_unleaded,173.0,6,automatic,front_wheel_drive,2,performance,compact,sedan,35,24,1720
11637,volvo,xc90,2017,premium_unleaded_(recommended),316.0,6,automatic,all_wheel_drive,2,"crossover,luxury,performance",large,4dr_suv,25,20,870
9483,chevrolet,silverado_1500_hybrid,2011,regular_unleaded,332.0,6,automatic,rear_wheel_drive,2,hybrid,large,crew_cab_pickup,23,20,1385
541,fiat,500e,2017,electric,,6,direct_drive,front_wheel_drive,2,hatchback,compact,2dr_hatchback,103,121,819
11812,toyota,yaris,2015,regular_unleaded,106.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,36,30,2031
6658,chevrolet,malibu_limited,2016,regular_unleaded,197.0,6,automatic,front_wheel_drive,2,,midsize,sedan,34,24,1385
2678,mercedes-benz,cl-class,2012,premium_unleaded_(required),536.0,6,automatic,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",large,coupe,22,15,617
8836,mercedes-benz,s-class,2017,premium_unleaded_(required),449.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",large,convertible,25,17,617
11740,cadillac,xt5,2017,premium_unleaded_(required),310.0,6,automatic,front_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,27,19,1624
2728,mercedes-benz,cls-class,2016,premium_unleaded_(required),329.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,sedan,26,19,617
3288,nissan,cube,2012,regular_unleaded,122.0,6,automatic,front_wheel_drive,2,,compact,wagon,31,27,2009
7051,nissan,murano,2017,regular_unleaded,260.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,28,21,2009
1446,nissan,armada,2017,regular_unleaded,390.0,6,automatic,rear_wheel_drive,2,,large,4dr_suv,19,14,2009
6732,nissan,maxima,2016,premium_unleaded_(recommended),300.0,6,automatic,front_wheel_drive,2,high-performance,midsize,sedan,30,22,2009
2838,plymouth,colt,1994,regular_unleaded,113.0,6,manual,front_wheel_drive,2,,compact,sedan,30,23,535
7518,nissan,pathfinder,2015,regular_unleaded,260.0,6,automatic,four_wheel_drive,2,crossover,large,4dr_suv,26,19,2009
7288,nissan,nx,1991,regular_unleaded,110.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,35,24,2009
11708,suzuki,xl7,2008,regular_unleaded,252.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,22,15,481
75,chrysler,200,2016,flex-fuel_(unleaded/e85),184.0,6,automatic,front_wheel_drive,2,flex_fuel,midsize,sedan,36,23,1013
6779,acura,mdx,2016,premium_unleaded_(recommended),290.0,6,automatic,front_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,27,19,204
826,saab,9-3,2009,premium_unleaded_(recommended),210.0,6,manual,front_wheel_drive,2,luxury,midsize,sedan,29,19,376
10394,hyundai,tiburon,2007,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,27,20,1439
9431,rolls-royce,silver_seraph,2001,premium_unleaded_(required),322.0,6,automatic,rear_wheel_drive,2,"exotic,luxury",large,sedan,15,11,86
6761,acura,mdx,2015,premium_unleaded_(recommended),290.0,6,automatic,front_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,28,20,204
3783,mitsubishi,eclipse,2011,regular_unleaded,162.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,28,20,436
2387,porsche,cayman,2015,premium_unleaded_(required),325.0,6,manual,rear_wheel_drive,2,"luxury,high-performance",compact,coupe,28,20,1715
2462,dodge,challenger,2016,regular_unleaded,305.0,6,automatic,rear_wheel_drive,2,performance,large,coupe,30,19,1851
9433,chevrolet,silverado_1500_classic,2007,regular_unleaded,285.0,6,automatic,four_wheel_drive,2,flex_fuel,large,regular_cab_pickup,18,14,1385
9938,chevrolet,sportvan,1994,regular_unleaded,200.0,6,automatic,rear_wheel_drive,2,,large,passenger_van,16,11,1385
945,porsche,911,2016,premium_unleaded_(required),430.0,6,manual,all_wheel_drive,2,"luxury,high-performance",compact,convertible,25,18,1715
9436,chevrolet,silverado_1500_classic,2007,flex-fuel_(unleaded/e85),295.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,extended_cab_pickup,19,14,1385
5852,subaru,impreza_wrx,2013,premium_unleaded_(required),265.0,6,manual,all_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,25,19,640
7112,mazda,mx-5_miata,2015,premium_unleaded_(recommended),158.0,6,automatic,rear_wheel_drive,2,performance,compact,convertible,28,21,586
11244,hyundai,veloster,2016,regular_unleaded,201.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,33,27,1439
11690,suzuki,xl7,2007,regular_unleaded,252.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,22,16,481
2872,bentley,continental_gt,2016,premium_unleaded_(required),500.0,6,automatic,all_wheel_drive,2,"exotic,luxury,high-performance",midsize,convertible,24,14,520
1115,audi,a6,2017,premium_unleaded_(required),333.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,sedan,31,22,3105
4218,lotus,esprit,2004,premium_unleaded_(required),350.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",compact,coupe,21,14,613
5688,lexus,gx_460,2017,premium_unleaded_(required),301.0,6,automatic,four_wheel_drive,2,luxury,midsize,4dr_suv,18,15,454
7425,porsche,panamera,2016,premium_unleaded_(required),520.0,6,automated_manual,all_wheel_drive,2,"luxury,high-performance",large,sedan,24,15,1715
225,chrysler,300,2017,regular_unleaded,300.0,6,automatic,all_wheel_drive,2,,large,sedan,27,18,1013
8458,buick,regal,2017,premium_unleaded_(recommended),259.0,6,automatic,front_wheel_drive,2,performance,midsize,sedan,29,21,155
6899,lincoln,mkz,2015,regular_unleaded,231.0,6,automatic,all_wheel_drive,2,luxury,midsize,sedan,31,22,61
9871,chevrolet,spark_ev,2016,electric,140.0,6,direct_drive,front_wheel_drive,2,hatchback,compact,4dr_hatchback,109,128,1385
11827,toyota,yaris,2017,regular_unleaded,106.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,36,30,2031
6773,acura,mdx,2016,premium_unleaded_(recommended),290.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,26,18,204
7173,dodge,neon,2004,regular_unleaded,132.0,6,manual,front_wheel_drive,2,,compact,sedan,32,25,1851
572,fiat,500l,2015,premium_unleaded_(recommended),160.0,6,automatic,front_wheel_drive,2,,compact,wagon,30,22,819
8880,audi,s5,2016,premium_unleaded_(required),333.0,6,manual,all_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,coupe,26,17,3105
3179,cadillac,ct6,2016,regular_unleaded,335.0,6,automatic,all_wheel_drive,2,"luxury,high-performance",large,sedan,27,18,1624
3232,cadillac,cts_wagon,2013,regular_unleaded,318.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,wagon,26,18,1624
3672,mercedes-benz,e-class,2015,premium_unleaded_(required),302.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,wagon,27,20,617
154,bmw,3_series,2016,premium_unleaded_(required),320.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",midsize,sedan,33,22,3916
8668,lexus,rx_330,2005,regular_unleaded,230.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,22,16,454
3710,mercedes-benz,e-class,2017,premium_unleaded_(required),329.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,coupe,28,20,617
4087,lexus,es_300h,2016,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,"luxury,hybrid",midsize,sedan,39,40,454
6225,nissan,juke,2015,premium_unleaded_(recommended),188.0,6,automatic,all_wheel_drive,2,"crossover,hatchback,performance",compact,4dr_hatchback,31,26,2009
3087,toyota,cressida,1990,regular_unleaded,190.0,6,automatic,rear_wheel_drive,2,,midsize,sedan,22,17,2031
3951,buick,encore,2016,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,crossover,compact,4dr_suv,33,25,155
5786,infiniti,i30,2001,premium_unleaded_(required),227.0,6,automatic,front_wheel_drive,2,"luxury,performance",midsize,sedan,24,17,190
4374,ford,explorer_sport,2001,regular_unleaded,203.0,6,manual,rear_wheel_drive,2,,midsize,2dr_suv,20,16,5657
9784,chevrolet,sonic,2017,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,,compact,sedan,34,24,1385
11667,suzuki,xl-7,2004,regular_unleaded,185.0,6,manual,rear_wheel_drive,2,,midsize,4dr_suv,20,15,481
4681,ford,fiesta,2016,regular_unleaded,120.0,6,manual,front_wheel_drive,2,,compact,sedan,35,27,5657
4478,ford,f-150,2015,flex-fuel_(unleaded/e85),385.0,6,automatic,four_wheel_drive,2,flex_fuel,large,extended_cab_pickup,21,15,5657
10097,toyota,supra,1996,regular_unleaded,220.0,6,manual,rear_wheel_drive,2,performance,compact,coupe,22,16,2031
647,bmw,6_series,2015,premium_unleaded_(required),315.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,convertible,29,20,3916
11836,gmc,yukon_hybrid,2011,regular_unleaded,332.0,6,automatic,rear_wheel_drive,2,"luxury,hybrid",large,4dr_suv,23,20,549
207,chrysler,300,2015,regular_unleaded,300.0,6,automatic,rear_wheel_drive,2,performance,large,sedan,31,19,1013
10847,nissan,truck,1995,regular_unleaded,153.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,20,16,2009
11120,volvo,v60_cross_country,2017,regular_unleaded,240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,wagon,30,22,870
3739,ford,e-series_wagon,2012,flex-fuel_(unleaded/e85),255.0,6,automatic,rear_wheel_drive,2,flex_fuel,midsize,passenger_van,15,11,5657
7535,nissan,pathfinder,2017,regular_unleaded,284.0,6,automatic,front_wheel_drive,2,crossover,large,4dr_suv,27,20,2009
9305,gmc,sierra_1500_hybrid,2011,regular_unleaded,332.0,6,automatic,four_wheel_drive,2,hybrid,large,crew_cab_pickup,23,20,549
4393,ford,explorer,2015,flex-fuel_(unleaded/e85),290.0,6,automatic,front_wheel_drive,2,"crossover,flex_fuel,performance",midsize,4dr_suv,24,17,5657
5586,lexus,gs_430,2007,premium_unleaded_(required),290.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,sedan,23,16,454
4623,ford,f-250,1998,regular_unleaded,220.0,6,manual,rear_wheel_drive,2,,large,regular_cab_pickup,17,13,5657
7828,infiniti,q60_convertible,2014,premium_unleaded_(required),343.0,6,automatic,rear_wheel_drive,2,"factory_tuner,luxury,performance",midsize,convertible,26,18,190
11106,volvo,v40,2003,premium_unleaded_(required),170.0,6,automatic,front_wheel_drive,2,luxury,compact,wagon,27,19,870
9392,gmc,sierra_1500,2017,flex-fuel_(unleaded/e85),285.0,6,automatic,four_wheel_drive,2,flex_fuel,large,extended_cab_pickup,22,17,549
8895,volvo,s60,2016,regular_unleaded,345.0,6,automatic,all_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,sedan,27,18,870
10405,volkswagen,tiguan,2015,premium_unleaded_(recommended),200.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,26,20,873
6470,land_rover,lr4,2016,premium_unleaded_(required),340.0,6,automatic,four_wheel_drive,2,luxury,midsize,4dr_suv,19,15,258
6227,nissan,juke,2016,premium_unleaded_(recommended),188.0,6,manual,front_wheel_drive,2,"crossover,hatchback,performance",compact,4dr_hatchback,34,28,2009
6653,chevrolet,malibu_hybrid,2008,regular_unleaded,164.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,32,24,1385
3416,mazda,cx-9,2016,regular_unleaded,227.0,6,automatic,front_wheel_drive,2,crossover,large,4dr_suv,28,22,586
1836,volkswagen,beetle_convertible,2015,premium_unleaded_(recommended),210.0,6,manual,front_wheel_drive,2,performance,compact,convertible,31,23,873
7469,volkswagen,passat,2015,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,midsize,sedan,36,24,873
2453,dodge,challenger,2015,premium_unleaded_(recommended),485.0,6,manual,rear_wheel_drive,2,"factory_tuner,high-performance",large,coupe,23,14,1851
3029,audi,coupe,1991,regular_unleaded,164.0,6,manual,all_wheel_drive,2,"hatchback,factory_tuner,luxury,performance",compact,2dr_hatchback,22,15,3105
167,mercedes-benz,300-class,1991,regular_unleaded,158.0,6,automatic,rear_wheel_drive,2,luxury,midsize,sedan,22,17,617
6104,volkswagen,jetta,2015,diesel,150.0,6,automated_manual,front_wheel_drive,2,diesel,midsize,sedan,45,31,873
47,bmw,2_series,2016,premium_unleaded_(required),240.0,6,manual,rear_wheel_drive,2,"luxury,performance",compact,coupe,34,22,3916
6297,buick,lacrosse,2015,flex-fuel_(unleaded/e85),304.0,6,automatic,front_wheel_drive,2,flex_fuel,large,sedan,28,18,155
10778,chevrolet,trax,2016,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,crossover,compact,4dr_suv,34,26,1385
9693,mercedes-benz,sls_amg,2012,premium_unleaded_(required),563.0,6,automated_manual,rear_wheel_drive,2,"exotic,factory_tuner,luxury,high-performance",compact,coupe,20,14,617
10134,suzuki,sx4,2012,regular_unleaded,148.0,6,automatic,front_wheel_drive,2,"crossover,hatchback",compact,4dr_hatchback,30,23,481
2612,chevrolet,c/k_1500_series,1997,regular_unleaded,200.0,6,manual,four_wheel_drive,2,,large,regular_cab_pickup,18,14,1385
9125,toyota,sequoia,2016,regular_unleaded,381.0,6,automatic,rear_wheel_drive,2,,large,4dr_suv,17,13,2031
5365,volkswagen,golf_gti,2015,premium_unleaded_(recommended),220.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,33,25,873
2221,toyota,camry_solara,2006,regular_unleaded,157.0,6,automatic,front_wheel_drive,2,,midsize,coupe,30,20,2031
11612,volvo,xc70,2015,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,"crossover,luxury",midsize,wagon,31,24,870
1434,nissan,armada,2014,regular_unleaded,317.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,4dr_suv,19,13,2009
6628,porsche,macan,2016,premium_unleaded_(required),340.0,6,automated_manual,all_wheel_drive,2,"crossover,luxury,performance",midsize,4dr_suv,23,17,1715
10982,toyota,tundra,2016,flex-fuel_(unleaded/e85),381.0,6,automatic,four_wheel_drive,2,flex_fuel,large,crew_cab_pickup,17,13,2031
2286,gmc,canyon,2015,regular_unleaded,200.0,6,automatic,four_wheel_drive,2,,compact,extended_cab_pickup,25,19,549
5200,pontiac,g6,2009,regular_unleaded,221.0,6,automatic,front_wheel_drive,2,,midsize,convertible,26,17,210
1782,subaru,baja,2005,regular_unleaded,165.0,6,manual,all_wheel_drive,2,crossover,compact,crew_cab_pickup,25,19,640
4898,scion,fr-s,2015,premium_unleaded_(required),200.0,6,automatic,rear_wheel_drive,2,performance,compact,coupe,34,25,105
2050,subaru,brz,2016,premium_unleaded_(required),200.0,6,manual,rear_wheel_drive,2,performance,compact,coupe,30,22,640
3958,buick,encore,2017,regular_unleaded,138.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,30,24,155
1350,oldsmobile,alero,2002,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,midsize,sedan,27,18,26
7737,chrysler,prowler,2002,premium_unleaded_(required),253.0,6,automatic,rear_wheel_drive,2,high-performance,compact,convertible,21,16,1013
11193,gmc,vandura,1994,regular_unleaded,200.0,6,automatic,rear_wheel_drive,2,,midsize,cargo_van,20,15,549
3921,buick,enclave,2015,regular_unleaded,288.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,24,17,155
9831,kia,sorento,2016,regular_unleaded,185.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,29,21,1720
1737,mazda,b-series,2001,regular_unleaded,150.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,21,15,586
11019,toyota,tundra,2017,flex-fuel_(unleaded/e85),381.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,18,13,2031
6944,dodge,monaco,1992,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,,midsize,sedan,24,16,1851
5612,volkswagen,gti,2012,premium_unleaded_(recommended),200.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,31,21,873
9553,chevrolet,silverado_1500,2016,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,extended_cab_pickup,24,18,1385
8996,hyundai,santa_fe,2017,regular_unleaded,290.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,23,17,1439
1468,chrysler,aspen,2009,regular_unleaded,303.0,6,automatic,rear_wheel_drive,2,performance,large,4dr_suv,19,14,1013
9750,hyundai,sonata,2017,regular_unleaded,245.0,6,automatic,front_wheel_drive,2,performance,midsize,sedan,31,22,1439
9700,pontiac,solstice,2007,premium_unleaded_(required),260.0,6,manual,rear_wheel_drive,2,"factory_tuner,high-performance",compact,convertible,28,19,210
8756,chevrolet,s-10,2002,regular_unleaded,190.0,6,automatic,four_wheel_drive,2,,compact,extended_cab_pickup,18,14,1385
10825,mazda,tribute,2011,flex-fuel_(unleaded/e85),240.0,6,automatic,all_wheel_drive,2,"crossover,flex_fuel",compact,4dr_suv,23,18,586
855,saab,9-4x,2011,premium_unleaded_(required),265.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,23,17,376
8501,honda,ridgeline,2017,regular_unleaded,280.0,6,automatic,front_wheel_drive,2,,large,crew_cab_pickup,26,19,2202
1780,subaru,baja,2004,regular_unleaded,165.0,6,manual,all_wheel_drive,2,crossover,compact,crew_cab_pickup,25,19,640
4378,ford,explorer_sport,2002,regular_unleaded,203.0,6,automatic,four_wheel_drive,2,,midsize,2dr_suv,18,13,5657
9738,hyundai,sonata,2016,regular_unleaded,178.0,6,automated_manual,front_wheel_drive,2,,midsize,sedan,38,28,1439
3306,oldsmobile,cutlass_calais,1991,regular_unleaded,110.0,6,manual,front_wheel_drive,2,,compact,sedan,31,19,26
